species,lev_up,lev_low,lam,a_stein,e_up,e_low,g_up,g_low
H2O,0_1_0|15_6_10,0_1_0|14_3_11,13.33791,7.738,7384.5542,6305.8418,31,29.0
H2O,0_1_0|14_4_11,0_1_0|13_1_12,13.47704,4.337,6324.93652,5257.36084,87,81.0
H2O,0_1_0|17_5_12,0_1_0|16_4_13,13.4916,12.73,8395.67383,7329.25049,105,99.0
H2O,0_1_0|13_3_11,0_1_0|12_0_12,13.60264,1.636,5582.05176,4524.3335,27,25.0
H2O,0_1_0|13_2_11,0_1_0|12_1_12,13.65169,1.626,5578.26514,4524.34668,81,75.0
H2O,0_1_0|14_3_11,0_1_0|13_2_12,13.72562,4.239,6305.8418,5257.59961,29,27.0
H2O,0_1_0|14_6_9,0_1_0|13_3_10,13.86514,5.628,6868.78369,5831.09033,87,81.0
H2O,0_1_0|15_4_11,0_1_0|14_3_12,14.08938,7.416,7042.21631,6021.03809,93,87.0
H2O,0_1_0|14_5_10,0_1_0|13_2_11,14.1191,6.465,6597.29395,5578.26514,87,81.0
H2O,0_1_0|13_6_8,0_1_0|12_3_9,14.30909,3.717,6384.42725,5378.9292,27,25.0
H2O,0_1_0|17_12_5,0_1_0|16_11_6,14.33815,120.2,10707.86719,9704.40723,105,99.0
H2O,0_1_0|18_10_9,0_1_0|17_9_8,14.45525,87.23,10493.44531,9498.11426,111,105.0
H2O,0_1_0|9_6_3,0_1_0|8_3_6,14.47554,0.2775,4778.19678,3784.26001,57,51.0
H2O,0_1_0|13_4_10,0_1_0|12_1_11,14.53518,3.829,5861.63232,4871.77344,27,25.0
H2O,0_1_0|17_11_6,0_1_0|16_10_7,14.59253,101.9,10287.84473,9301.87695,105,99.0
H2O,0_1_0|16_13_4,0_1_0|15_12_3,14.63497,134.7,10546.59473,9563.48535,99,93.0
H2O,0_1_0|12_6_7,0_1_0|11_3_8,14.65748,2.228,5932.48682,4950.8877,75,69.0
H2O,0_1_0|16_5_11,0_1_0|15_4_12,14.72218,12.17,7791.67969,6814.39453,33,31.0
H2O,0_1_0|12_3_10,0_1_0|11_0_11,14.78088,1.443,5168.69629,4195.29248,75,69.0
H2O,0_1_0|16_12_5,0_1_0|15_11_4,14.83334,116.1,10120.86621,9150.90527,99,93.0
H2O,0_1_0|12_2_10,0_1_0|11_1_11,14.88599,1.426,5161.85156,4195.32129,25,23.0
H2O,0_1_0|18_9_10,0_1_0|17_8_9,14.88644,69.29,10107.62891,9141.12695,111,105.0
H2O,0_1_0|17_10_7,0_1_0|16_9_8,14.91831,84.38,9882.7998,8918.36133,105,99.0
H2O,0_1_0|11_6_6,0_1_0|10_3_7,14.92553,1.237,5513.75488,4549.78418,23,21.0
H2O,0_1_0|13_3_10,0_1_0|12_2_11,15.00529,3.71,5831.09033,4872.24414,81,75.0
H2O,0_1_0|15_14_1,0_1_0|14_13_2,15.03739,149.4,10408.71387,9451.91504,93,87.0
H2O,0_1_0|13_5_9,0_1_0|12_2_10,15.04254,5.344,6118.32373,5161.85156,27,25.0
H2O,0_1_0|16_11_6,0_1_0|15_10_5,15.09456,98.34,9704.40723,8751.23145,99,93.0
H2O,0_1_0|10_6_5,0_1_0|9_3_6,15.15072,0.6509,5128.81543,4179.17236,63,57.0
H2O,0_1_0|15_13_2,0_1_0|14_12_3,15.17754,130.4,9984.29297,9036.32812,93,87.0
H2O,0_1_0|17_6_11,0_1_0|16_5_12,15.25612,21.29,8583.33203,7640.25049,105,99.0
H2O,0_1_0|17_9_8,0_1_0|16_8_9,15.33036,67.62,9498.10938,8559.59473,105,99.0
H2O,0_1_0|15_12_3,0_1_0|14_11_4,15.37836,112.2,9563.4834,8627.89746,93,87.0
H2O,0_1_0|15_12_4,0_1_0|14_11_3,15.37837,112.2,9563.4834,8627.89844,31,29.0
H2O,0_1_0|16_10_6,0_1_0|15_9_7,15.43084,81.37,9301.88184,8369.47754,33,31.0
H2O,0_1_0|16_10_7,0_1_0|15_9_6,15.4314,81.39,9301.87305,8369.50488,99,93.0
H2O,0_1_0|9_5_4,0_1_0|8_2_7,15.48275,0.3154,4519.26465,3589.98706,57,51.0
H2O,0_1_0|14_4_10,0_1_0|13_3_11,15.49143,6.72,6510.80859,5582.05176,29,27.0
H2O,0_1_0|18_8_11,0_1_0|17_7_10,15.60334,50.36,9748.84375,8826.74902,111,105.0
H2O,0_1_0|14_14_1,0_1_0|13_13_0,15.64308,145.1,9869.81836,8950.06543,87,81.0
H2O,0_1_0|15_11_4,0_1_0|14_10_5,15.64706,94.79,9150.89941,8231.38086,93,87.0
H2O,0_1_0|15_11_5,0_1_0|14_10_4,15.64709,94.79,9150.89941,8231.38281,31,29.0
H2O,0_1_0|8_6_3,0_1_0|7_3_4,15.66788,0.1552,4461.82471,3543.52783,51,45.0
H2O,0_1_0|12_4_9,0_1_0|11_1_10,15.7452,3.325,5425.45312,4511.66553,75,69.0
H2O,0_1_0|14_13_1,0_1_0|13_12_2,15.77752,126.3,9451.88867,8539.97363,29,27.0
H2O,0_1_0|14_13_2,0_1_0|13_12_1,15.77752,126.3,9451.91309,8539.99805,87,81.0
H2O,0_1_0|17_8_9,0_1_0|16_7_10,15.80571,51.58,9141.12793,8230.83789,105,99.0
H2O,0_1_0|16_9_7,0_1_0|15_8_8,15.85955,65.33,8918.4375,8011.23779,33,31.0
H2O,0_1_0|16_9_8,0_1_0|15_8_7,15.86753,65.26,8918.36035,8011.61865,99,93.0
H2O,0_1_0|14_12_2,0_1_0|13_11_3,15.97997,108.4,9036.32617,8135.96484,29,27.0
H2O,0_1_0|12_5_8,0_1_0|11_2_9,15.98302,4.141,5669.52832,4769.3374,75,69.0
H2O,0_1_0|15_10_5,0_1_0|14_9_6,15.99557,78.38,8751.23145,7851.74609,93,87.0
H2O,0_1_0|15_10_6,0_1_0|14_9_5,15.99573,78.38,8751.23145,7851.75488,31,29.0
H2O,0_1_0|17_7_10,0_1_0|16_6_11,16.05436,36.11,8826.74902,7930.55811,105,99.0
H2O,0_1_0|15_5_10,0_1_0|14_4_11,16.13807,12.0,7216.479,6324.93652,93,87.0
H2O,0_1_0|11_3_9,0_1_0|10_0_10,16.1767,1.261,4781.44385,3892.03101,23,21.0
H2O,0_1_0|14_11_3,0_1_0|13_10_4,16.25652,91.37,8627.89746,7742.85205,29,27.0
H2O,0_1_0|14_11_4,0_1_0|13_10_3,16.25653,91.37,8627.89648,7742.85205,87,81.0
H2O,0_1_0|16_8_8,0_1_0|15_7_9,16.38321,50.14,8560.5332,7682.33203,33,31.0
H2O,0_1_0|11_2_9,0_1_0|10_1_10,16.40108,1.235,4769.3374,3892.09229,69,63.0
H2O,0_1_0|16_6_10,0_1_0|15_5_11,16.43426,21.92,7980.51953,7105.04492,33,31.0
H2O,0_1_0|15_9_6,0_1_0|14_8_7,16.44191,62.97,8369.50488,7494.4375,93,87.0
H2O,0_1_0|13_13_0,0_1_0|12_12_1,16.44382,122.5,8950.08789,8075.12402,81,75.0
H2O,0_1_0|13_13_1,0_1_0|12_12_0,16.44382,122.5,8950.08789,8075.12402,27,25.0
H2O,0_1_0|15_9_7,0_1_0|14_8_6,16.44503,62.91,8369.47754,7494.57666,31,29.0
H2O,0_1_0|16_8_9,0_1_0|15_7_8,16.478,49.51,8559.59473,7686.44434,99,93.0
H2O,0_1_0|12_3_9,0_1_0|11_2_10,16.60769,3.234,5378.92969,4512.59814,25,23.0
H2O,0_1_0|14_10_4,0_1_0|13_9_5,16.61893,75.4,8231.38281,7365.63721,29,27.0
H2O,0_1_0|14_10_5,0_1_0|13_9_4,16.619,75.42,8231.38086,7365.63818,87,81.0
H2O,0_1_0|13_12_1,0_1_0|12_11_2,16.64626,104.8,8539.99805,7675.67285,81,75.0
H2O,0_1_0|13_12_2,0_1_0|12_11_1,16.64626,104.8,8539.99805,7675.67285,27,25.0
H2O,0_1_0|16_7_9,0_1_0|15_6_10,16.82974,35.83,8239.45508,7384.5542,33,31.0
H2O,0_1_0|11_5_7,0_1_0|10_2_8,16.88874,2.909,5252.26758,4400.35303,23,21.0
H2O,0_1_0|13_11_3,0_1_0|12_10_2,16.93089,88.09,8135.96387,7286.16992,27,25.0
H2O,0_1_0|15_8_7,0_1_0|14_7_8,17.00302,48.52,8011.61865,7165.42969,93,87.0
H2O,0_1_0|15_8_8,0_1_0|14_7_7,17.04681,48.23,8011.23779,7167.22266,31,29.0
H2O,0_1_0|14_9_5,0_1_0|13_8_6,17.0854,60.53,7851.75488,7009.64551,29,27.0
H2O,0_1_0|14_9_6,0_1_0|13_8_5,17.08647,60.51,7851.74609,7009.68994,87,81.0
H2O,0_1_0|11_4_8,0_1_0|10_1_9,17.11587,2.815,5017.58936,4176.979,23,21.0
H2O,0_1_0|13_4_9,0_1_0|12_3_10,17.19352,6.266,6005.50977,5168.69629,81,75.0
H2O,0_1_0|18_7_12,0_1_0|17_6_11,17.2115,30.91,9419.27051,8583.33203,111,105.0
H2O,0_1_0|13_10_3,0_1_0|12_9_4,17.30906,72.48,7742.85205,6911.62451,81,75.0
H2O,0_1_0|13_10_4,0_1_0|12_9_3,17.30907,72.48,7742.85254,6911.625,27,25.0
H2O,0_1_0|12_12_1,0_1_0|11_11_0,17.38668,101.5,8075.12598,7247.60889,75,69.0
H2O,0_1_0|12_12_0,0_1_0|11_11_1,17.38668,101.5,8075.12598,7247.60889,25,23.0
H2O,0_1_0|15_7_8,0_1_0|14_6_9,17.59626,35.12,7686.44434,6868.78369,93,87.0
H2O,0_1_0|16_7_10,0_1_0|15_6_9,17.61323,32.96,8230.83789,7413.96533,99,93.0
H2O,0_1_0|15_6_9,0_1_0|14_5_10,17.61756,22.4,7413.96631,6597.29395,93,87.0
H2O,0_1_0|12_11_1,0_1_0|11_10_2,17.67948,85.01,7675.67285,6861.86182,25,23.0
H2O,0_1_0|12_11_2,0_1_0|11_10_1,17.67948,84.99,7675.67285,6861.86182,75,69.0
H2O,0_1_0|14_8_6,0_1_0|13_7_7,17.67997,46.73,7494.57666,6680.7876,29,27.0
H2O,0_1_0|14_8_7,0_1_0|13_7_6,17.69835,46.63,7494.43701,6681.49365,87,81.0
H2O,0_1_0|10_5_6,0_1_0|9_2_7,17.70327,1.796,4867.76416,4055.04565,63,57.0
H2O,0_1_0|14_5_9,0_1_0|13_4_10,17.7207,12.15,6673.55078,5861.63184,29,27.0
H2O,0_1_0|7_5_2,0_1_0|6_2_5,17.76574,0.1205,3919.46875,3109.6084,45,39.0
H2O,0_1_0|13_9_4,0_1_0|12_8_5,17.799,58.07,7365.63916,6557.29199,81,75.0
H2O,0_1_0|13_9_5,0_1_0|12_8_4,17.79931,58.06,7365.63721,6557.3042,27,25.0
H2O,0_1_0|10_3_8,0_1_0|9_0_9,17.84301,1.09,4420.96729,3614.61426,63,57.0
H2O,0_1_0|15_7_9,0_1_0|14_6_8,18.03464,36.95,7682.33105,6884.54639,31,29.0
H2O,0_1_0|12_10_3,0_1_0|11_9_2,18.07534,69.7,7286.1709,6490.18164,75,69.0
H2O,0_1_0|12_10_2,0_1_0|11_9_3,18.07534,69.72,7286.1709,6490.18164,25,23.0
H2O,0_1_0|10_2_8,0_1_0|9_1_9,18.31426,1.055,4400.35303,3614.74756,21,19.0
H2O,0_1_0|14_7_7,0_1_0|13_6_8,18.38,34.11,7167.22266,6384.42773,29,27.0
H2O,0_1_0|9_5_5,0_1_0|8_2_6,18.39375,0.9603,4517.00488,3734.79541,19,17.0
H2O,0_1_0|13_8_5,0_1_0|12_7_6,18.42793,44.85,7009.68945,6228.93115,81,75.0
H2O,0_1_0|13_8_6,0_1_0|12_7_5,18.4348,44.81,7009.64551,6229.17773,27,25.0
H2O,0_1_0|11_11_1,0_1_0|10_10_0,18.51347,82.19,7247.60791,6470.45605,23,21.0
H2O,0_1_0|11_11_0,0_1_0|10_10_1,18.51347,82.21,7247.60791,6470.45605,69,63.0
H2O,0_1_0|12_9_3,0_1_0|11_8_4,18.59269,55.65,6911.62451,6137.78418,25,23.0
H2O,0_1_0|12_9_4,0_1_0|11_8_3,18.59276,55.66,6911.625,6137.78809,75,69.0
H2O,0_1_0|14_7_8,0_1_0|13_6_7,18.6043,33.21,7165.42969,6392.07178,87,81.0
H2O,0_1_0|11_3_8,0_1_0|10_2_9,18.63547,2.846,4950.8877,4178.82422,69,63.0
H2O,0_1_0|10_4_7,0_1_0|9_1_8,18.64049,2.278,4639.40283,3867.54688,63,57.0
H2O,0_1_0|14_6_8,0_1_0|13_5_9,18.77752,22.5,6884.54688,6118.32373,29,27.0
H2O,0_1_0|7_4_3,0_1_0|6_1_6,18.88982,0.0886,3700.73389,2939.06616,45,39.0
H2O,0_1_0|11_10_2,0_1_0|10_9_1,18.92897,67.12,6861.86133,6101.76904,23,21.0
H2O,0_1_0|11_10_1,0_1_0|10_9_2,18.92897,67.11,6861.86133,6101.76904,69,63.0
H2O,0_1_0|8_5_4,0_1_0|7_2_5,18.97388,0.4492,4200.69971,3442.40674,51,45.0
H2O,0_1_0|13_7_6,0_1_0|12_6_7,19.20914,32.89,6681.49365,5932.48682,81,75.0
H2O,0_1_0|12_4_8,0_1_0|11_3_9,19.22557,6.054,5529.80957,4781.44385,25,23.0
H2O,0_1_0|12_8_4,0_1_0|11_7_5,19.26027,42.92,6557.3042,5810.28662,25,23.0
H2O,0_1_0|12_8_5,0_1_0|11_7_4,19.26252,42.91,6557.29199,5810.36084,75,69.0
H2O,0_1_0|13_7_7,0_1_0|12_6_6,19.31317,32.48,6680.7876,5935.81641,27,25.0
H2O,0_1_0|13_5_8,0_1_0|12_4_9,19.4262,12.45,6166.08984,5425.45312,81,75.0
H2O,0_1_0|11_9_2,0_1_0|10_8_3,19.47822,53.35,6490.18164,5751.52246,69,63.0
H2O,0_1_0|11_9_3,0_1_0|10_8_2,19.47824,53.35,6490.18164,5751.52246,23,21.0
H2O,0_1_0|9_3_7,0_1_0|8_0_8,19.84255,0.9246,4088.18481,3363.08789,19,17.0
H2O,0_1_0|10_10_0,0_1_0|9_9_1,19.88336,64.82,6470.45703,5746.84912,21,19.0
H2O,0_1_0|10_10_1,0_1_0|9_9_0,19.88336,64.8,6470.45703,5746.84912,63,57.0
H2O,0_1_0|13_6_7,0_1_0|12_5_8,19.91265,22.18,6392.07178,5669.52832,81,75.0
H2O,0_1_0|12_7_5,0_1_0|11_6_6,20.11087,31.52,6229.17773,5513.75488,25,23.0
H2O,0_1_0|16_6_11,0_1_0|15_5_10,20.14868,19.03,7930.55908,7216.479,99,93.0
H2O,0_1_0|12_7_6,0_1_0|11_6_5,20.15397,31.37,6228.93115,5515.03906,75,69.0
H2O,0_1_0|11_8_3,0_1_0|10_7_4,20.19121,41.0,6137.78711,5425.21143,69,63.0
H2O,0_1_0|11_8_4,0_1_0|10_7_3,20.19184,41.01,6137.78418,5425.23096,23,21.0
H2O,0_1_0|15_6_10,0_1_0|14_5_9,20.23588,19.28,7384.5542,6673.55078,31,29.0
H2O,0_1_0|9_4_6,0_1_0|8_1_7,20.28525,1.707,4292.33594,3583.06323,19,17.0
H2O,0_1_0|10_9_2,0_1_0|9_8_1,20.46975,51.22,6101.76904,5398.88916,63,57.0
H2O,0_1_0|10_9_1,0_1_0|9_8_2,20.46976,51.23,6101.76953,5398.88965,21,19.0
H2O,0_1_0|14_6_9,0_1_0|13_5_8,20.47517,19.82,6868.78369,6166.08984,87,81.0
H2O,0_1_0|9_2_7,0_1_0|8_1_8,20.80164,0.8912,4055.04517,3363.38062,57,51.0
H2O,1_0_0|11_9_2,1_0_0|10_8_3,20.81143,42.62,9130.63379,8439.29395,69,63.0
H2O,0_1_0|13_6_8,0_1_0|12_5_7,20.9141,20.32,6384.42773,5696.48193,27,25.0
H2O,0_1_0|12_6_6,0_1_0|11_5_7,21.04865,21.53,5935.81641,5252.26758,25,23.0
H2O,0_1_0|11_7_4,0_1_0|10_6_5,21.11048,30.11,5810.36133,5128.81543,69,63.0
H2O,0_1_0|11_7_5,0_1_0|10_6_4,21.1261,30.05,5810.28613,5129.24414,23,21.0
H2O,0_1_0|12_5_7,0_1_0|11_4_8,21.19299,12.66,5696.48193,5017.58984,25,23.0
H2O,0_1_0|10_3_7,0_1_0|9_2_8,21.20148,2.576,4549.78418,3871.16382,21,19.0
H2O,0_1_0|10_8_2,0_1_0|9_7_3,21.23667,39.16,5751.52246,5074.02637,21,19.0
H2O,0_1_0|10_8_3,0_1_0|9_7_2,21.2368,39.16,5751.52197,5074.02979,63,57.0
H2O,0_1_0|12_6_7,0_1_0|11_5_6,21.5805,20.47,5932.48682,5265.78467,75,69.0
H2O,0_1_0|9_9_0,0_1_0|8_8_1,21.58416,49.35,5746.84912,5080.25977,57,51.0
H2O,0_1_0|9_9_1,0_1_0|8_8_0,21.58416,49.35,5746.84912,5080.25977,19,17.0
H2O,0_1_0|11_4_7,0_1_0|10_3_8,21.59155,6.037,5087.32812,4420.96729,69,63.0
H2O,0_0_1|10_10_0,0_0_1|9_9_1,21.7645,51.03,9144.48535,8483.41992,63,57.0
H2O,1_0_0|11_8_3,1_0_0|10_7_4,21.76902,32.54,8819.67871,8158.74951,69,63.0
H2O,1_0_0|10_9_2,1_0_0|9_8_1,21.94953,40.95,8747.73047,8092.2373,63,57.0
H2O,0_1_0|8_4_5,0_1_0|7_1_6,21.9796,1.127,3977.78296,3323.18604,51,45.0
H2O,0_1_0|11_6_5,0_1_0|10_5_6,22.2282,20.67,5515.03906,4867.76367,69,63.0
H2O,0_1_0|10_7_3,0_1_0|9_6_4,22.23235,28.65,5425.23096,4778.07666,21,19.0
H2O,0_1_0|10_7_4,0_1_0|9_6_3,22.23714,28.63,5425.21143,4778.19678,63,57.0
H2O,0_1_0|8_3_6,0_1_0|7_0_7,22.24448,0.7606,3784.25952,3137.4585,51,45.0
H2O,0_1_0|9_8_1,0_1_0|8_7_2,22.41544,37.46,5398.88916,4757.02051,57,51.0
H2O,0_1_0|9_8_2,0_1_0|8_7_1,22.41545,37.46,5398.88965,4757.021,19,17.0
H2O,0_0_1|10_9_1,0_0_1|9_8_2,22.458,40.02,8833.11621,8192.46387,63,57.0
H2O,0_1_0|11_6_6,0_1_0|10_5_5,22.47941,20.17,5513.75488,4873.71338,23,21.0
H2O,1_0_0|11_7_4,1_0_0|10_6_5,22.85729,23.27,8538.38867,7908.92773,69,63.0
H2O,1_0_0|10_8_3,1_0_0|9_7_2,22.96633,31.03,8439.29395,7812.82227,63,57.0
H2O,0_1_0|11_5_6,0_1_0|10_4_7,22.96964,12.61,5265.78467,4639.40283,69,63.0
H2O,1_0_0|9_9_0,1_0_0|8_8_1,23.23224,39.36,8398.11914,7778.81738,57,51.0
H2O,0_0_1|10_8_2,0_0_1|9_7_3,23.345,30.17,8540.33691,7924.02637,63,57.0
H2O,0_1_0|10_6_4,0_1_0|9_5_5,23.50023,19.68,5129.24414,4517.00488,21,19.0
H2O,0_1_0|9_7_2,0_1_0|8_6_3,23.50156,27.21,5074.02979,4461.82471,57,51.0
H2O,0_1_0|9_7_3,0_1_0|8_6_2,23.50272,27.22,5074.02637,4461.85156,19,17.0
H2O,0_1_0|10_6_5,0_1_0|9_5_4,23.60389,19.48,5128.81543,4519.26465,63,57.0
H2O,0_1_0|7_4_4,0_1_0|6_1_5,23.62702,0.6168,3696.94897,3087.99463,15,13.0
H2O,0_1_0|8_8_0,0_1_0|7_7_1,23.75038,35.98,5080.25977,4474.46875,17,15.0
H2O,0_1_0|8_8_1,0_1_0|7_7_0,23.75038,35.98,5080.25977,4474.46875,51,45.0
H2O,0_0_1|9_9_1,0_0_1|8_8_0,23.78026,38.2,8483.41992,7878.39014,57,51.0
H2O,0_1_0|16_5_12,0_1_0|15_4_11,24.05845,13.76,7640.25049,7042.21631,99,93.0
H2O,0_1_0|8_2_6,0_1_0|7_1_7,24.11248,0.7552,3734.79541,3138.10156,17,15.0
H2O,1_0_0|10_7_4,1_0_0|9_6_3,24.14487,22.24,8158.74951,7562.85645,63,57.0
H2O,0_1_0|15_5_11,0_1_0|14_4_10,24.2122,12.37,7105.04492,6510.80859,31,29.0
H2O,0_1_0|10_4_6,0_1_0|9_3_7,24.25377,6.11,4681.40332,4088.18481,21,19.0
H2O,0_1_0|14_5_10,0_1_0|13_4_9,24.31253,11.48,6597.29395,6005.50977,87,81.0
H2O,1_0_0|9_8_1,1_0_0|8_7_2,24.32391,29.58,8092.2373,7500.72998,57,51.0
H2O,0_1_0|9_3_6,0_1_0|8_2_7,24.41975,2.422,4179.17285,3589.98706,57,51.0
H2O,0_0_1|10_7_3,0_0_1|9_6_4,24.44647,21.94,8271.09375,7682.55176,63,57.0
H2O,0_1_0|13_5_9,0_1_0|12_4_8,24.44762,11.04,6118.32373,5529.80957,27,25.0
H2O,0_1_0|21_1_20,0_1_0|20_2_19,24.50988,30.15,9252.47754,8665.45898,129,123.0
H2O,0_1_0|12_5_8,0_1_0|11_4_7,24.71277,10.97,5669.52832,5087.32861,75,69.0
H2O,0_0_1|9_8_2,0_0_1|8_7_1,24.74701,28.71,8192.46387,7611.07031,57,51.0
H2O,0_1_0|10_5_5,0_1_0|9_4_6,24.74773,12.26,4873.71289,4292.33594,21,19.0
H2O,0_1_0|22_1_22,0_1_0|21_0_21,24.75307,32.71,9211.27051,8630.01855,135,129.0
H2O,0_1_0|9_6_3,0_1_0|8_5_4,24.91403,18.64,4778.19727,4200.7002,57,51.0
H2O,0_1_0|8_7_1,0_1_0|7_6_2,24.94607,25.9,4757.021,4180.2666,17,15.0
H2O,0_1_0|8_7_2,0_1_0|7_6_1,24.94627,25.9,4757.02051,4180.27051,51,45.0
H2O,0_1_0|9_6_4,0_1_0|8_5_3,24.95025,18.57,4778.07666,4201.41846,19,17.0
H2O,0_1_0|7_3_5,0_1_0|6_0_6,25.11465,0.5918,3510.55005,2937.6665,15,13.0
H2O,0_1_0|6_4_3,0_1_0|5_1_4,25.15606,0.2655,3450.7356,2878.79517,39,33.0
H2O,0_1_0|11_5_7,0_1_0|10_4_6,25.20345,11.11,5252.26758,4681.40283,23,21.0
H2O,0_1_0|18_4_15,0_1_0|17_3_14,25.32696,18.6,8433.01367,7864.93213,111,105.0
H2O,0_1_0|19_2_17,0_1_0|18_3_16,25.54683,22.38,8590.83301,8027.6416,117,111.0
H2O,0_1_0|20_2_19,0_1_0|19_1_18,25.59156,25.79,8665.45898,8103.25098,123,117.0
H2O,1_0_0|9_7_2,1_0_0|8_6_3,25.60451,21.13,7812.82227,7250.89844,57,51.0
H2O,1_0_0|10_6_5,1_0_0|9_5_4,25.69034,14.61,7908.92773,7348.88184,63,57.0
H2O,0_1_0|21_0_21,0_1_0|20_1_20,25.85086,28.6,8630.01758,8073.44922,129,123.0
H2O,1_0_0|8_8_1,1_0_0|7_7_0,25.87169,28.26,7778.81738,7222.69775,51,45.0
H2O,0_0_1|9_7_3,0_0_1|8_6_2,25.96849,20.75,7924.02637,7369.97949,57,51.0
H2O,0_1_0|10_5_6,0_1_0|9_4_5,26.00787,11.25,4867.76367,4314.55566,63,57.0
H2O,0_0_1|8_8_0,0_0_1|7_7_1,26.34976,27.36,7878.39014,7332.35889,51,45.0
H2O,0_1_0|8_6_2,0_1_0|7_5_3,26.51811,17.6,4461.85156,3919.2876,17,15.0
H2O,0_1_0|8_6_3,0_1_0|7_5_2,26.52825,17.58,4461.82471,3919.46826,51,45.0
H2O,0_1_0|9_5_4,0_1_0|8_4_5,26.57111,11.69,4519.26465,3977.78296,57,51.0
H2O,0_1_0|7_7_0,0_1_0|6_6_1,26.59936,24.78,4474.46875,3933.56201,45,39.0
H2O,0_1_0|7_7_1,0_1_0|6_6_0,26.59938,24.78,4474.46875,3933.5625,15,13.0
H2O,0_1_0|18_3_16,0_1_0|17_2_15,26.68502,19.17,8027.6416,7488.47168,111,105.0
H2O,0_1_0|19_1_18,0_1_0|18_2_17,26.78011,22.25,8103.25098,7565.99561,117,111.0
H2O,0_1_0|17_3_14,0_1_0|16_4_13,26.85875,14.75,7864.93311,7329.25049,105,99.0
H2O,0_1_0|20_1_20,0_1_0|19_0_19,27.0572,24.42,8073.44824,7541.69482,123,117.0
H2O,0_1_0|9_4_5,0_1_0|8_3_6,27.13161,6.127,4314.55566,3784.26001,57,51.0
H2O,0_1_0|9_5_5,0_1_0|8_4_4,27.18974,11.16,4517.00488,3987.84351,19,17.0
H2O,1_0_0|9_6_3,1_0_0|8_5_4,27.24858,13.64,7562.85645,7034.83691,57,51.0
H2O,1_0_0|8_7_2,1_0_0|7_6_1,27.28562,20.04,7500.73096,6973.42871,51,45.0
H2O,0_1_0|16_4_13,0_1_0|15_3_12,27.33261,13.23,7329.25049,6802.85498,99,93.0
H2O,0_0_1|9_6_4,0_0_1|8_5_3,27.57881,14.03,7682.55176,7160.85547,57,51.0
